municipio,barrio,actividad_principal,codigo_ciiu,clasificación_de_la_empresa,sector_económico,nombre_cargo,numero_de_vacantes,numero_días_a_laborar_por_semana,salario_honorarios,tipo_de_contrato,duración_contrato_(meses),discapacidad,rango_edad,sexo,nivel_educativo,título,nivel_educativo_finalizado,capacitación_específica,manejo_programas_informáticos,programas_informáticos,años_de_experiencia_requerida,disponibilidad_fuera_ciudad,requiere_vehiculo,vehiculo,categoria,visa_pasaporte,idiomas
medellin,no dato,no dato,no dato,no dato,no dato,ayudante de producción,1,6,689454,termino fijo,3,no dato,entre 25 y 40,masculino,media (10° - 13°),bachiller academico,si,instalacion de domos,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,instructor de decoración de uñas,1,6,1500000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,técnico,tecnico laboral en decoración de uñas,si,decoración de uñas,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,instructor de trenzas y peinados,1,6,1500000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,técnico,tecnico laboral en peluqueria integral o áreas afines,si,trenzas y peinados,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,instructor de maquillaje facial,1,6,1500000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,técnico,tecnico laboral en maquillaje facial o áreas afines,si,maquillaje facial,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,instructor de modisteria,1,6,1500000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,técnico,tecnico laboral en modisteria,si,confeccion de prendas de vestir,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,instructor de corseteria (ropa interior),1,6,1500000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,técnico,tecnico laboral en corseteria o áreas afines,si,ropa interior,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,conductor furgon,1,6,850000,termino indefinido,6,no dato,entre 22 y 35,masculino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,3 años,no,no,no aplica,c2,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,entregador tienda a tienda,1,6,644350,termino indefinido,6,no dato,entre 15 y 25,masculino,media (10° - 13°),bachiller,nosi,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de bodega,1,6,644350,termino indefinido,6,no dato,entre 18 y 25,masculino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,persona mantenimiento locativo,1,6,950000,termino fijo,6,no dato,entre 30 y 50,masculino,ninguno,ninguno,no,no aplica,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,persona de mantenimiento locativo,1,6,950000,termino fijo,3,no dato,mayor o igual que 18,masculino,primaria (1° - 5°),primaria,si,no aplica,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,personal de mantenimiento,1,6,828116,termino fijo,3,no dato,mayor o igual que 18,masculino,secundaria (6° - 9°),secundaria,si,no aplica,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,vendedora - encargada de redes sociales,1,6,828116,termino fijo,5,no dato,mayor o igual que 23,femenino,media (10° - 13°),bachiller académico,si,redes sociales,si,herramientas ofimáticas,1 año,no,no,no aplica,a2,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,ayudante de obra,20,6,644350,obra o labor,3,no dato,entre 20 y 40,masculino,secundaria (6° - 9°),secundaria,no,no aplica,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,coordinador punto de venta,3,6,644350,termino fijo,3,no dato,mayor o igual que 25,indiferente,técnico,mercadeo y ventas,si,no aplica,si,office,2 años,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,asesor comercial,2,6,64435,termino fijo,6,no dato,entre 18 y 35,indiferente,media (10° - 13°),bachiller,si,no aplica,no,no aplica,1 año,si,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,secretaria,1,6,800000,termino fijo,12,no dato,entre 25 y 45,femenino,técnico,secretariado o afines,si,no aplica,si,paquete office e internet,1 año,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,sellador,1,6,700000,termino fijo,12,no dato,entre 25 y 45,masculino,media (10° - 13°),bachiller,si,curso de manipulacion de alimentos,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,manipulador de fruta,2,6,700000,termino fijo,12,no dato,entre 25 y 45,femenino,media (10° - 13°),bachiller,si,curso de manipulacion de alimentos,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,cocinera,2,6,800000,obra o labor,6,no dato,entre 35 y 50,femenino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,supervisor y asesor de ventas,1,6,950000,termino indefinido,6,no dato,entre 22 y 30,masculino,media (10° - 13°),bachiller,si,ventas y servicio al cliente,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,conductor,1,6,800000,termino indefinido,6,no dato,mayor o igual que 20,masculino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,1 año,no,no,no aplica,c1,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de cocina,1,6,644350,termino fijo,12,no dato,entre 18 y 28,femenino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar oficios varios,1,6,737717,termino fijo,6,no dato,entre 25 y 35,femenino,secundaria (6° - 9°),básica secundaria,no,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,recepcionista,1,6,737717,termino fijo,6,no dato,entre 25 y 35,indiferente,media (10° - 13°),bachiller,si,no aplica,si,office,3 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,opereario máquina plana,1,6,689455,termino fijo,3,no dato,entre 25 y 50,femenino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,operario de maquina plana,3,6,689454,termino fijo,12,no dato,entre 18 y 60,indiferente,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,operario tornero - fresador,1,6,800000,termino fijo,6,no dato,entre 25 y 40,masculino,técnico,industrial y/o metalmecanico,si,no aplica,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,mensajero,1,6,781242,termino fijo,3,no dato,mayor o igual que 18,masculino,primaria (1° - 5°),básica primaria,si,no aplica,no,no aplica,12 meses,no,no,no aplica,a2,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,asesor técnico comercial en punto de venta - medellín,1,6,979000,termino indefinido,6,no dato,entre 23 y 45,indiferente,técnico,carreras administrativas,si,no aplica,si,herramientas de office y sistema post,2 años,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,vendedor,1,6,737717,termino fijo,3,no dato,entre 25 y 50,indiferente,técnico,mercadeo o ventas,si,no aplica,no,no aplica,6 meses,no,si,moto,a1,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,operario de maquina empacadora,1,6,781242,termino fijo,3,no dato,mayor o igual que 22,indiferente,primaria (1° - 5°),no aplica,si,capacitacion en manipulacion de alimentos,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,vendedora,1,6,737717,termino fijo,3,no dato,mayor o igual que 18,femenino,media (10° - 13°),bachiller,si,no aplica,si,office,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,vendedor,2,6,689455,termino indefinido,6,no dato,entre 20 y 35,femenino,media (10° - 13°),bachiller,si,ventas,si,oficce basico,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de cocina,3,6,900000,termino fijo,3,no dato,entre 25 y 45,indiferente,media (10° - 13°),bachiller,si,servicio al cliente,no,no aplica,24 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de punto y caja,5,6,737717,termino fijo,12,no dato,mayor o igual que 25,indiferente,técnico,administración,si,no aplica,no,no aplica,24 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,steward,2,6,737717,termino indefinido,6,no dato,entre 24 y 40,indiferente,media (10° - 13°),bachiller,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,jefe de cocina,1,6,1000000 -  1100000,termino indefinido,6,no dato,entre 26 y 40,indiferente,técnico,gastronomia o áreas afines,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,parrillero,1,6,1000000,termino fijo,6,no dato,entre 24 y 35,indiferente,técnico,gastronomia o áreas afines.,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,jefe de cocina,1,6,1000000 -  1100000,termino indefinido,6,no dato,entre 26 y 40,indiferente,técnico,gastronomia o áreas afines,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,mesero,2,6,781242,termino indefinido,6,no dato,entre 22 y 35,indiferente,media (10° - 13°),bachiller,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,barman,2,6,1000000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,técnico,mesa y bar,si,no aplica,no,no aplica,24 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,sub-chef,1,6,1100000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,técnico,gastronomia,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,tecnologo de alimentos,1,6,1300000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,tecnologico,alimentos,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,barman,2,6,1000000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,técnico,mesa y bar,si,no aplica,no,no aplica,24 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de cocina,1,6,781242,termino indefinido,6,no dato,mayor o igual que 18,indiferente,media (10° - 13°),bachiller,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,jefe de cocina,1,6,1500000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,tecnologico,gastronomia,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,ingeniero de alimentos,13,6,1500000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,profesional,ingeniero de alimentos,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de cocina,2,6,781242,termino indefinido,6,no dato,mayor o igual que 18,indiferente,media (10° - 13°),bachiller,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,administrador de restaurante,1,6,1400000,termino fijo,3,no dato,mayor o igual que 18,indiferente,tecnologico,administración o áreas afines,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,vendedor con moto,1,6,869455,termino indefinido,6,no dato,entre 18 y 50,masculino,primaria (1° - 5°),primaria,si,no aplica,no,no aplica,6 meses,no,si,moto,a1,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de óptica,1,6,589455,termino fijo,3,auditiva: sordera,entre 25 y 40,femenino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,2 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de óptica,1,6,589455,termino fijo,3,auditiva: sordera,entre 25 y 40,femenino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,2 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,vendedor motocarro,1,6,800000,termino fijo,3,no dato,entre 25 y 35,masculino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,12 meses,no,no,no aplica,c1,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,asistente de producción,1,6,900000,termino indefinido,6,no dato,entre 25 y 35,masculino,técnico,electromecánico,si,no aplica,si,office,12 meses,si,si,moto,a1,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,asistente administrativa,1,6,800000,termino indefinido,6,no dato,entre 25 y 35,indiferente,técnico,tecnico en secretariado y/o áreas afines,si,no aplica,si,office,2 años,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,promotora comercial en primeros auxilios,3,5,900000,obra o labor,10,no dato,mayor o igual que 18,indiferente,técnico,comercial,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,formador en primeros auxilios,15,6,500000,prestación de servicios,10,no dato,mayor o igual que 18,indiferente,técnico,enfermeria,si,primeros auxilios,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,alistador lavador de vehiculos,2,6,66435,termino indefinido,6,no dato,mayor o igual que 18,masculino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,6 meses,no,si,moto,a2,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,pizzero,1,6,900000,termino fijo,3,no dato,entre 18 y 40,indiferente,secundaria (6° - 9°),secundaria,no,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,vendedor de mostrador,1,6,828116,termino fijo,12,no dato,entre 20 y 40,indiferente,media (10° - 13°),bachiller,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,diseñador,1,5,1200000,prestación de servicios,6,no dato,entre 18 y 40,indiferente,técnico,diseño,si,no aplica,si,"manejo de ilustrator, photoshop, indesing",1 año,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de panaderia,3,6,850000,termino fijo,3,no dato,mayor o igual que 18,indiferente,técnico,técnico en panadería,si,curso de manipulación de alimentos,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,ayudante estructuras metalicas y construcción,2,6,781242,termino fijo,3,no dato,mayor o igual que 18,masculino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,conductor,1,6,800000,termino indefinido,6,no dato,entre 28 y 50,masculino,secundaria (6° - 9°),basica secundaria,no,no aplica,no,no aplica,36 meses,no,si,moto,c3,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,jardinero,2,6,781242,termino indefinido,6,no dato,entre 25 y 50,masculino,primaria (1° - 5°),no aplica,no,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,regente de farmacia,1,6,840000,termino indefinido,6,no dato,entre 25 y 50,indiferente,técnico,regencia de farmacia,si,inyectologia y regencia,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,pizzero,1,6,64435,termino fijo,3,no dato,mayor o igual que 18,masculino,media (10° - 13°),bachiller,no,no aplica,no,no aplica,5 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,pizzero,1,6,64435,termino fijo,3,no dato,mayor o igual que 18,masculino,secundaria (6° - 9°),secundaria,no,buenas prácticas en manipulación de alimentos,no,no aplica,5 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,asesor comercial,1,6,737717,termino fijo,6,no dato,entre 25 y 45,indiferente,secundaria (6° - 9°),secundaria,si,ventas,no,no aplica,12 meses,no,si,moto,a2,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar administrativa,1,6,850000,termino fijo,6,no dato,entre 20 y 40,femenino,técnico,técnico en areas administrativas,si,no aplica,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de bodega,1,6,737717,termino fijo,6,no dato,entre 20 y 40,masculino,secundaria (6° - 9°),secundaria,si,no aplica,si,office,12 meses,no,no,no aplica,a2,no,no dato
